# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000100246.13	DNAL4	protein_coding	258	129	130	12.4123	3.5690	3.1487
ENSG00000100249.4	C22orf31	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000100253.13	MIOX	protein_coding	2	1	1	0.1302	0.0374	0.0330
ENSG00000100258.18	LMF2	protein_coding	3022	1386	1638	115.2661	33.1430	29.2405
ENSG00000100263.14	RHBDD3	protein_coding	456	225	262	17.7875	5.1145	4.5123
ENSG00000100266.19	PACSIN2	protein_coding	3252	1649	1603	83.4092	23.9830	21.1591
ENSG00000100271.17	TTLL1	protein_coding	283	160	160	17.7112	5.0926	4.4929
ENSG00000100276.10	RASL10A	protein_coding	65	35	31	3.4841	1.0018	0.8838
ENSG00000100280.16	AP1B1	protein_coding	8375	4059	4316	145.6762	41.8870	36.9548
ENSG00000100281.14	HMGXB4	protein_coding	1666	859	807	32.4285	9.3243	8.2264
ENSG00000100284.21	TOM1	protein_coding	1524	754	772	30.3570	8.7287	7.7009
ENSG00000100285.10	NEFH	protein_coding	267	145	144	8.2250	2.3650	2.0865
ENSG00000100288.20	CHKB	protein_coding	66	35	31	2.6922	0.7741	0.6829
ENSG00000100290.3	BIK	protein_coding	231	116	115	28.3968	8.1651	7.2036
ENSG00000100292.18	HMOX1	protein_coding	978	462	516	49.5812	14.2563	12.5777
ENSG00000100294.13	MCAT	protein_coding	359	187	172	17.5677	5.0513	4.4565
ENSG00000100296.14	THOC5	protein_coding	2005	1038	967	29.7534	8.5551	7.5478
ENSG00000100297.16	MCM5	protein_coding	9091	4535	4559	146.2293	42.0460	37.0951
ENSG00000100298.16	APOBEC3H	protein_coding	103	40	63	9.6254	2.7676	2.4417
ENSG00000100299.18	ARSA	protein_coding	1112	528	585	28.8824	8.3047	7.3268
ENSG00000100300.18	TSPO	protein_coding	3157	1543	1616	259.5450	74.6282	65.8408
ENSG00000100302.7	RASD2	protein_coding	2	0	2	0.0678	0.0195	0.0172
ENSG00000100304.13	TTLL12	protein_coding	3784	1907	1878	95.6896	27.5141	24.2743
ENSG00000100307.13	CBX7	protein_coding	630	461	449	9.8635	2.8361	2.5022
ENSG00000100311.17	PDGFB	protein_coding	56	29	28	1.6400	0.4715	0.4160
ENSG00000100312.11	ACR	protein_coding	6	5	4	0.3398	0.0977	0.0862
ENSG00000100314.4	CABP7	protein_coding	15	90	77	0.5260	0.1512	0.1334
ENSG00000100316.16	RPL3	protein_coding	48634	25045	23635	1207.1377	347.0940	306.2241
ENSG00000100319.13	ZMAT5	protein_coding	186	161	177	6.7952	1.9538	1.7238
ENSG00000100320.23	RBFOX2	protein_coding	28	14	14	0.3144	0.0904	0.0797
ENSG00000100321.15	SYNGR1	protein_coding	2905	1429	1477	48.9355	14.0707	12.4139
ENSG00000100324.14	TAB1	protein_coding	1773	831	944	46.9054	13.4869	11.8989
ENSG00000100325.15	ASCC2	protein_coding	2932	1453	1480	63.2999	18.2009	16.0578
ENSG00000100330.16	MTMR3	protein_coding	543	2306	2374	6.4180	1.8454	1.6281
ENSG00000100335.15	MIEF1	protein_coding	2062	1045	1018	31.9074	9.1745	8.0942
ENSG00000100336.17	APOL4	protein_coding	15	7	8	0.4006	0.1152	0.1016
ENSG00000100341.12	PNPLA5	protein_coding	0	1	0	0.0000	0.0000	0.0000
ENSG00000100342.21	APOL1	protein_coding	839	430	410	28.3645	8.1558	7.1954
ENSG00000100344.11	PNPLA3	protein_coding	1	0	1	0.0366	0.0105	0.0093
ENSG00000100345.22	MYH9	protein_coding	59831	29724	30118	785.1182	225.7487	199.1671
ENSG00000100346.18	CACNA1I	protein_coding	134	71	65	1.4518	0.4175	0.3683
ENSG00000100347.15	SAMM50	protein_coding	1287	644	643	23.4724	6.7491	5.9544
ENSG00000100348.10	TXN2	protein_coding	1732	853	879	122.7161	35.2851	31.1304
ENSG00000100350.15	FOXRED2	protein_coding	1956	924	1032	41.4330	11.9134	10.5106
ENSG00000100351.17	GRAP2	protein_coding	769	372	397	14.5283	4.1774	3.6855
ENSG00000100353.18	EIF3D	protein_coding	8318	4190	4128	255.0292	73.3297	64.6953
ENSG00000100354.21	TNRC6B	protein_coding	9527	4741	4826	55.6939	16.0139	14.1283
ENSG00000100359.21	SGSM3	protein_coding	136	79	77	3.3332	0.9584	0.8456
ENSG00000100360.15	IFT27	protein_coding	963	517	555	14.0568	4.0418	3.5659
ENSG00000100362.13	PVALB	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000100364.19	KIAA0930	protein_coding	8846	4337	4511	125.5344	36.0955	31.8453
ENSG00000100365.16	NCF4	protein_coding	3131	1690	1781	163.4808	47.0064	41.4715
ENSG00000100368.14	CSF2RB	protein_coding	3135	1523	1613	73.4471	21.1186	18.6319
ENSG00000100372.15	SLC25A17	protein_coding	657	342	315	19.2548	5.5364	4.8845
ENSG00000100373.10	UPK3A	protein_coding	26	20	6	2.8040	0.8063	0.7113
ENSG00000100376.12	FAM118A	protein_coding	953	483	471	17.3403	4.9859	4.3989
ENSG00000100379.17	KCTD17	protein_coding	345	175	171	14.4769	4.1626	3.6725
ENSG00000100380.14	ST13	protein_coding	3939	2006	1935	122.3416	35.1775	31.0354
ENSG00000100385.14	IL2RB	protein_coding	963	451	512	24.3628	7.0052	6.1803
ENSG00000100387.9	RBX1	protein_coding	965	485	480	36.4859	10.4910	9.2557
ENSG00000100393.14	EP300	protein_coding	11671	5813	6159	116.6963	33.5542	29.6033
ENSG00000100395.15	L3MBTL2	protein_coding	1247	935	979	22.8714	6.5763	5.8020
ENSG00000100399.16	CHADL	protein_coding	12	112	93	0.5404	0.1554	0.1371
ENSG00000100401.20	RANGAP1	protein_coding	3202	1611	1592	61.2057	17.5988	15.5265
ENSG00000100403.12	ZC3H7B	protein_coding	6328	3121	3210	70.3082	20.2160	17.8356
ENSG00000100410.8	PHF5A	protein_coding	607	317	290	59.0367	16.9751	14.9763
ENSG00000100412.17	ACO2	protein_coding	2919	2413	2544	28.8901	8.3069	7.3288
ENSG00000100413.17	POLR3H	protein_coding	762	1428	1372	13.4994	3.8815	3.4245
ENSG00000100416.15	TRMU	protein_coding	1507	775	733	19.1103	5.4949	4.8479
ENSG00000100417.12	PMM1	protein_coding	226	139	175	5.2246	1.5023	1.3254
ENSG00000100418.8	DESI1	protein_coding	1213	559	654	28.8285	8.2892	7.3131
ENSG00000100422.14	CERK	protein_coding	4434	2207	2231	105.1445	30.2327	26.6728
ENSG00000100425.18	BRD1	protein_coding	3137	1523	1615	62.6897	18.0255	15.9030
ENSG00000100426.7	ZBED4	protein_coding	3568	1766	1803	60.5138	17.3998	15.3510
ENSG00000100427.16	MLC1	protein_coding	4350	2179	2172	133.0914	38.2684	33.7623
ENSG00000100429.18	HDAC10	protein_coding	126	59	68	2.9752	0.8555	0.7547
ENSG00000100433.16	KCNK10	protein_coding	26	12	14	0.3672	0.1056	0.0931
ENSG00000100439.10	ABHD4	protein_coding	2559	1280	1376	73.5044	21.1351	18.6465
ENSG00000100441.10	KHNYN	protein_coding	2450	2082	2061	35.6955	10.2637	9.0551
ENSG00000100442.11	FKBP3	protein_coding	871	626	555	44.9957	12.9378	11.4144
ENSG00000100445.17	SDR39U1	protein_coding	232	891	872	8.7519	2.5165	2.2202
ENSG00000100448.4	CTSG	protein_coding	155	84	71	13.2460	3.8087	3.3602
ENSG00000100450.13	GZMH	protein_coding	69	29	40	8.4822	2.4389	2.1517
ENSG00000100453.13	GZMB	protein_coding	85	37	49	7.0425	2.0250	1.7865
ENSG00000100461.18	RBM23	protein_coding	4225	2188	2212	35.2253	10.1285	8.9359
ENSG00000100462.16	PRMT5	protein_coding	984	1139	1161	35.1147	10.0967	8.9078
ENSG00000100473.18	COCH	protein_coding	63	93	92	1.8271	0.5254	0.4635
ENSG00000100478.15	AP4S1	protein_coding	682	581	565	8.5410	2.4558	2.1667
ENSG00000100479.13	POLE2	protein_coding	704	360	344	27.8518	8.0084	7.0654
ENSG00000100483.14	VCPKMT	protein_coding	350	177	173	19.9110	5.7251	5.0510
ENSG00000100485.12	SOS2	protein_coding	3597	1731	1866	60.5227	17.4024	15.3533
ENSG00000100490.9	CDKL1	protein_coding	597	333	327	11.3503	3.2636	2.8793
ENSG00000100503.26	NIN	protein_coding	10105	5232	5151	85.4803	24.5786	21.6845
ENSG00000100504.17	PYGL	protein_coding	6562	3659	3902	168.7503	48.5216	42.8082
ENSG00000100505.13	TRIM9	protein_coding	20	12	8	0.2614	0.0752	0.0663
ENSG00000100519.12	PSMC6	protein_coding	1772	891	881	27.6986	7.9643	7.0265
ENSG00000100522.10	GNPNAT1	protein_coding	272	305	278	7.9298	2.2801	2.0116
ENSG00000100523.16	DDHD1	protein_coding	3172	1633	1640	20.1788	5.8021	5.1189
ENSG00000100526.20	CDKN3	protein_coding	159	80	79	10.1242	2.9111	2.5683
ENSG00000100528.12	CNIH1	protein_coding	1480	736	744	34.4733	9.9123	8.7451
ENSG00000100532.12	CGRRF1	protein_coding	201	114	87	5.1678	1.4859	1.3110
ENSG00000100554.12	ATP6V1D	protein_coding	702	386	334	19.3238	5.5563	4.9020
ENSG00000100557.10	CCDC198	protein_coding	1	0	1	0.0285	0.0082	0.0072
ENSG00000100558.9	PLEK2	protein_coding	18	6	12	1.3412	0.3856	0.3402
ENSG00000100564.9	PIGH	protein_coding	348	202	172	13.9950	4.0240	3.5502
ENSG00000100565.15	LRRC74A	protein_coding	48	33	26	2.4345	0.7000	0.6176
ENSG00000100567.13	PSMA3	protein_coding	2036	1058	997	76.6080	22.0275	19.4338
ENSG00000100568.11	VTI1B	protein_coding	1279	991	1010	25.9229	7.4537	6.5761
ENSG00000100575.14	TIMM9	protein_coding	274	169	201	22.6217	6.5045	5.7386
ENSG00000100577.19	GSTZ1	protein_coding	506	259	248	7.0717	2.0334	1.7939
ENSG00000100578.18	KIAA0586	protein_coding	1441	697	750	9.4999	2.7316	2.4099
ENSG00000100580.8	TMED8	protein_coding	3844	1923	1925	57.9033	16.6492	14.6888
ENSG00000100583.4	SAMD15	protein_coding	80	46	37	3.5751	1.0280	0.9069
ENSG00000100591.8	AHSA1	protein_coding	2187	1129	1072	86.8458	24.9712	22.0309
ENSG00000100592.16	DAAM1	protein_coding	1375	651	724	15.0062	4.3148	3.8067
ENSG00000100593.18	ISM2	protein_coding	2	1	1	0.0571	0.0164	0.0145
ENSG00000100596.7	SPTLC2	protein_coding	10553	5349	5204	136.9725	39.3844	34.7469
ENSG00000100599.16	RIN3	protein_coding	8103	3918	4185	109.1853	31.3946	27.6979
ENSG00000100600.15	LGMN	protein_coding	377	197	180	11.3709	3.2695	2.8845
ENSG00000100601.10	ALKBH1	protein_coding	446	236	210	18.3141	5.2659	4.6459
ENSG00000100603.14	SNW1	protein_coding	1708	1139	1050	82.1036	23.6076	20.8279
ENSG00000100604.13	CHGA	protein_coding	24	11	13	0.9278	0.2668	0.2354
ENSG00000100605.17	ITPK1	protein_coding	2430	1209	1221	41.8383	12.0300	10.6135
ENSG00000100612.14	DHRS7	protein_coding	1307	797	756	47.0288	13.5224	11.9302
ENSG00000100614.18	PPM1A	protein_coding	2091	1062	1030	20.5300	5.9031	5.2080
ENSG00000100625.9	SIX4	protein_coding	3	0	3	0.0518	0.0149	0.0131
ENSG00000100626.17	GALNT16	protein_coding	5	4	2	0.0510	0.0147	0.0129
ENSG00000100628.12	ASB2	protein_coding	198	121	110	4.6528	1.3378	1.1803
ENSG00000100629.17	CEP128	protein_coding	893	469	424	11.1619	3.2094	2.8315
ENSG00000100632.11	ERH	protein_coding	941	863	894	98.8399	28.4199	25.0735
ENSG00000100644.17	HIF1A	protein_coding	4638	2412	2441	105.2633	30.2668	26.7030
ENSG00000100647.8	SUSD6	protein_coding	3845	1906	1939	77.0755	22.1619	19.5524
ENSG00000100650.16	SRSF5	protein_coding	9729	4981	4750	212.3168	61.0484	53.8601
ENSG00000100652.5	SLC10A1	protein_coding	24	11	13	1.4015	0.4030	0.3555
ENSG00000100664.11	EIF5	protein_coding	6569	3344	3225	92.3247	26.5466	23.4207
ENSG00000100665.12	SERPINA4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000100678.19	SLC8A3	protein_coding	310	158	153	4.2909	1.2338	1.0885
ENSG00000100697.15	DICER1	protein_coding	7624	3834	3810	70.2913	20.2112	17.8313
ENSG00000100711.14	ZFYVE21	protein_coding	689	452	469	9.6005	2.7605	2.4354
ENSG00000100714.17	MTHFD1	protein_coding	3811	2544	2555	36.4949	10.4936	9.2579
ENSG00000100721.11	TCL1A	protein_coding	101	57	56	5.2338	1.5049	1.3277
ENSG00000100722.20	ZC3H14	protein_coding	2210	1201	1294	12.3042	3.5379	3.1213
ENSG00000100726.15	TELO2	protein_coding	2579	1325	1280	71.1256	20.4511	18.0430
ENSG00000100731.16	PCNX1	protein_coding	6096	3129	3190	42.6360	12.2593	10.8158
ENSG00000100739.11	BDKRB1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000100744.15	GSKIP	protein_coding	400	218	182	10.2392	2.9441	2.5975
ENSG00000100749.8	VRK1	protein_coding	793	413	380	34.8259	10.0137	8.8346
ENSG00000100764.14	PSMC1	protein_coding	505	723	712	9.6325	2.7697	2.4436
ENSG00000100767.17	PAPLN	protein_coding	711	472	466	10.7963	3.1043	2.7388
ENSG00000100784.12	RPS6KA5	protein_coding	1209	647	640	5.0511	1.4524	1.2814
ENSG00000100796.17	PPP4R3A	protein_coding	3879	2024	1856	76.7049	22.0553	19.4583
ENSG00000100802.15	C14orf93	protein_coding	441	295	302	12.1108	3.4823	3.0722
ENSG00000100804.19	PSMB5	protein_coding	1051	541	510	79.3212	22.8076	20.1220
ENSG00000100811.14	YY1	protein_coding	5323	2797	2677	72.7231	20.9104	18.4483
ENSG00000100813.14	ACIN1	protein_coding	14361	7187	7367	184.2910	52.9900	46.7505
ENSG00000100814.18	CCNB1IP1	protein_coding	1631	840	846	51.8136	14.8982	13.1440
ENSG00000100815.12	TRIP11	protein_coding	1868	935	934	21.0548	6.0540	5.3411
ENSG00000100823.12	APEX1	protein_coding	7154	3584	3628	443.4503	127.5074	112.4935
ENSG00000100836.10	PABPN1	protein_coding	1552	846	706	46.8108	13.4597	11.8749
ENSG00000100842.13	EFS	protein_coding	1	0	1	0.0361	0.0104	0.0092
ENSG00000100852.13	ARHGAP5	protein_coding	1100	843	789	11.8109	3.3960	2.9962
ENSG00000100865.15	CINP	protein_coding	640	447	401	14.0007	4.0257	3.5517
ENSG00000100867.15	DHRS2	protein_coding	2	2	0	0.0311	0.0089	0.0079
ENSG00000100883.13	SRP54	protein_coding	1723	875	850	23.7619	6.8324	6.0279
ENSG00000100884.9	CPNE6	protein_coding	27	13	14	0.5264	0.1514	0.1335
ENSG00000100888.15	CHD8	protein_coding	6596	3272	3332	36.8021	10.5819	9.3359
ENSG00000100889.12	PCK2	protein_coding	1406	698	721	39.3513	11.3149	9.9825
ENSG00000100890.16	PRORP	protein_coding	466	293	291	7.7937	2.2410	1.9771
ENSG00000100897.18	DCAF11	protein_coding	2649	1373	1356	48.7692	14.0228	12.3717
ENSG00000100902.11	PSMA6	protein_coding	508	243	266	9.1282	2.6247	2.3156
ENSG00000100906.11	NFKBIA	protein_coding	2618	1280	1338	129.0850	37.1164	32.7460
ENSG00000100908.14	EMC9	protein_coding	105	145	143	7.7154	2.2184	1.9572
ENSG00000100911.16	PSME2	protein_coding	2301	1164	1209	75.0981	21.5933	19.0507
ENSG00000100916.14	BRMS1L	protein_coding	221	133	129	6.6640	1.9161	1.6905
ENSG00000100918.13	REC8	protein_coding	1657	831	859	50.3938	14.4900	12.7838
ENSG00000100926.15	TM9SF1	protein_coding	89	40	50	2.9475	0.8475	0.7477
ENSG00000100934.15	SEC23A	protein_coding	1500	776	760	20.2494	5.8224	5.1368
ENSG00000100938.18	GMPR2	protein_coding	1796	941	864	58.0170	16.6819	14.7176
ENSG00000100941.9	PNN	protein_coding	6792	3658	3584	188.9192	54.3208	47.9246
ENSG00000100949.14	RABGGTA	protein_coding	1271	606	710	41.9148	12.0520	10.6328
ENSG00000100968.14	NFATC4	protein_coding	8	4	5	0.1109	0.0319	0.0281
ENSG00000100979.15	PLTP	protein_coding	1748	1111	1129	80.4219	23.1241	20.4013
ENSG00000100982.12	PCIF1	protein_coding	2248	1138	1227	83.0611	23.8829	21.0708
ENSG00000100983.12	GSS	protein_coding	1666	858	809	31.5871	9.0824	8.0129
ENSG00000100985.7	MMP9	protein_coding	99	59	70	4.9545	1.4246	1.2568
ENSG00000100987.15	VSX1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000100991.12	TRPC4AP	protein_coding	4996	2515	2508	184.7133	53.1115	46.8577
ENSG00000100994.12	PYGB	protein_coding	2958	1492	1466	77.6052	22.3142	19.6867
ENSG00000100997.20	ABHD12	protein_coding	1408	728	680	36.7502	10.5669	9.3227
ENSG00000101000.6	PROCR	protein_coding	121	77	90	8.3357	2.3968	2.1146
ENSG00000101003.10	GINS1	protein_coding	1011	514	497	28.6180	8.2287	7.2597
ENSG00000101004.15	NINL	protein_coding	24	13	11	0.4653	0.1338	0.1180
ENSG00000101017.14	CD40	protein_coding	199	90	109	9.2282	2.6534	2.3410
ENSG00000101019.22	UQCC1	protein_coding	1651	794	857	28.9287	8.3180	7.3386
ENSG00000101040.19	ZMYND8	protein_coding	6697	3300	3426	102.6782	29.5235	26.0472
ENSG00000101049.17	SGK2	protein_coding	81	41	40	1.8423	0.5297	0.4673
ENSG00000101052.13	IFT52	protein_coding	506	264	242	23.2984	6.6991	5.9103
ENSG00000101057.16	MYBL2	protein_coding	2543	1194	1349	107.0939	30.7932	27.1673
ENSG00000101074.5	R3HDML	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101076.17	HNF4A	protein_coding	2	1	1	0.0318	0.0092	0.0081
ENSG00000101079.21	NDRG3	protein_coding	1414	705	709	50.7072	14.5801	12.8633
ENSG00000101082.14	SLA2	protein_coding	1309	842	866	55.9117	16.0766	14.1836
ENSG00000101084.18	RAB5IF	protein_coding	216	137	120	16.7897	4.8276	4.2592
ENSG00000101096.20	NFATC2	protein_coding	3536	1656	1880	49.8890	14.3448	12.6557
ENSG00000101098.13	RIMS4	protein_coding	1	1	1	0.0216	0.0062	0.0055
ENSG00000101104.13	PABPC1L	protein_coding	2785	1374	1413	64.4721	18.5380	16.3551
ENSG00000101109.12	STK4	protein_coding	6073	3062	3012	77.7455	22.3545	19.7223
ENSG00000101115.13	SALL4	protein_coding	5	2	3	0.1013	0.0291	0.0257
ENSG00000101126.18	ADNP	protein_coding	6990	3514	3505	96.3422	27.7017	24.4399
ENSG00000101132.10	PFDN4	protein_coding	173	75	98	11.6034	3.3364	2.9435
ENSG00000101134.12	DOK5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101138.12	CSTF1	protein_coding	1317	626	691	32.1230	9.2365	8.1489
ENSG00000101144.13	BMP7	protein_coding	1	0	1	0.0215	0.0062	0.0055
ENSG00000101146.13	RAE1	protein_coding	1013	506	507	20.9901	6.0354	5.3247
ENSG00000101150.18	TPD52L2	protein_coding	3265	1615	1653	81.3163	23.3813	20.6282
ENSG00000101152.11	DNAJC5	protein_coding	4119	2070	2052	90.1248	25.9140	22.8627
ENSG00000101158.15	NELFCD	protein_coding	3113	1551	1575	57.7849	16.6152	14.6587
ENSG00000101160.14	CTSZ	protein_coding	7891	4064	3842	451.1038	129.7080	114.4350
ENSG00000101161.8	PRPF6	protein_coding	3229	1628	1601	123.8892	35.6224	31.4279
ENSG00000101162.4	TUBB1	protein_coding	105	84	85	3.6962	1.0628	0.9376
ENSG00000101166.16	PRELID3B	protein_coding	1124	568	556	45.6735	13.1327	11.5864
ENSG00000101180.16	HRH3	protein_coding	3	2	1	0.1303	0.0375	0.0330
ENSG00000101181.17	MTG2	protein_coding	764	404	360	17.1465	4.9302	4.3497
ENSG00000101182.15	PSMA7	protein_coding	2652	1373	1280	176.9608	50.8824	44.8910
ENSG00000101187.16	SLCO4A1	protein_coding	704	413	464	20.6219	5.9295	5.2313
ENSG00000101188.5	NTSR1	protein_coding	327	154	173	9.0204	2.5937	2.2883
ENSG00000101189.7	MRGBP	protein_coding	378	209	180	16.0576	4.6171	4.0735
ENSG00000101190.13	TCFL5	protein_coding	211	112	109	6.8425	1.9675	1.7358
ENSG00000101191.17	DIDO1	protein_coding	6426	3188	3241	56.5565	16.2619	14.3471
ENSG00000101193.8	GID8	protein_coding	2073	1045	1031	52.7529	15.1683	13.3822
ENSG00000101194.18	SLC17A9	protein_coding	6089	2950	3140	130.3501	37.4802	33.0669
ENSG00000101197.13	BIRC7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101198.15	NKAIN4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101199.13	ARFGAP1	protein_coding	3226	1638	1589	57.0559	16.4056	14.4738
ENSG00000101200.5	AVP	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101203.16	COL20A1	protein_coding	2	1	1	0.0213	0.0061	0.0054
ENSG00000101204.18	CHRNA4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101210.13	EEF1A2	protein_coding	2	0	2	0.0484	0.0139	0.0123
ENSG00000101213.7	PTK6	protein_coding	118	61	57	4.6715	1.3432	1.1851
ENSG00000101216.11	GMEB2	protein_coding	889	436	458	21.8019	6.2688	5.5307
ENSG00000101220.18	C20orf27	protein_coding	1609	827	784	103.9813	29.8982	26.3778
ENSG00000101222.12	SPEF1	protein_coding	2	2	1	0.1215	0.0349	0.0308
ENSG00000101224.17	CDC25B	protein_coding	3142	1538	1605	85.1459	24.4824	21.5996
ENSG00000101230.6	ISM1	protein_coding	13	6	7	0.4918	0.1414	0.1248
ENSG00000101236.17	RNF24	protein_coding	7741	4421	4354	118.3898	34.0412	30.0329
ENSG00000101246.20	ARFRP1	protein_coding	791	388	409	12.1244	3.4862	3.0757
ENSG00000101247.18	NDUFAF5	protein_coding	286	150	136	4.6710	1.3431	1.1849
ENSG00000101251.13	SEL1L2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101255.11	TRIB3	protein_coding	321	138	184	12.3851	3.5612	3.1418
ENSG00000101265.16	RASSF2	protein_coding	9669	4865	4804	197.5474	56.8018	50.1134
ENSG00000101266.19	CSNK2A1	protein_coding	5221	2634	2588	20.6743	5.9446	5.2446
ENSG00000101276.18	SLC52A3	protein_coding	306	152	155	5.9782	1.7189	1.5165
ENSG00000101278.6	RPS10P5	processed_pseudogene	40	32	40	8.8065	2.5322	2.2340
ENSG00000101280.8	ANGPT4	protein_coding	142	78	64	3.5381	1.0173	0.8975
ENSG00000101282.9	RSPO4	protein_coding	1	1	0	0.0424	0.0122	0.0108
ENSG00000101290.14	CDS2	protein_coding	4755	2383	2374	47.1093	13.5455	11.9506
ENSG00000101292.8	PROKR2	protein_coding	4	1	3	0.1034	0.0297	0.0262
ENSG00000101294.18	HM13	protein_coding	5654	2820	3013	75.4036	21.6812	19.1282
ENSG00000101298.15	SNPH	protein_coding	50	24	26	1.0239	0.2944	0.2597
ENSG00000101306.11	MYLK2	protein_coding	38	19	19	1.4928	0.4292	0.3787
ENSG00000101307.16	SIRPB1	protein_coding	2491	1163	1339	35.3973	10.1779	8.9795
ENSG00000101310.17	SEC23B	protein_coding	2721	1344	1377	73.1773	21.0410	18.5635
ENSG00000101311.16	FERMT1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101323.5	HAO1	protein_coding	2	1	1	0.1331	0.0383	0.0338
ENSG00000101327.9	PDYN	protein_coding	1	0	1	0.0332	0.0095	0.0084
ENSG00000101331.17	CCM2L	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101333.17	PLCB4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101335.10	MYL9	protein_coding	90	44	46	3.7470	1.0774	0.9505
ENSG00000101336.17	HCK	protein_coding	3279	1662	1617	124.3385	35.7516	31.5419
ENSG00000101337.16	TM9SF4	protein_coding	4072	2002	2070	91.4235	26.2874	23.1921
ENSG00000101342.10	TLDC2	protein_coding	200	1587	1513	9.1583	2.6333	2.3233
ENSG00000101343.15	CRNKL1	protein_coding	1263	655	609	32.3303	9.2961	8.2015
ENSG00000101346.14	POFUT1	protein_coding	1660	794	866	30.2422	8.6957	7.6718
ENSG00000101347.10	SAMHD1	protein_coding	24033	13399	13535	261.4318	75.1707	66.3195
ENSG00000101349.17	PAK5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101350.8	KIF3B	protein_coding	1118	567	552	21.3704	6.1447	5.4212
ENSG00000101353.15	MROH8	protein_coding	179	266	282	5.3975	1.5520	1.3692
ENSG00000101361.17	NOP56	protein_coding	4792	2379	2413	113.1747	32.5417	28.7099
ENSG00000101363.12	MANBAL	protein_coding	555	292	263	31.7276	9.1228	8.0486
ENSG00000101365.21	IDH3B	protein_coding	2038	1004	1034	92.8145	26.6874	23.5450
ENSG00000101367.9	MAPRE1	protein_coding	3334	1679	1655	152.1333	43.7436	38.5928
ENSG00000101384.12	JAG1	protein_coding	1931	1032	993	24.2790	6.9811	6.1590
ENSG00000101391.21	CDK5RAP1	protein_coding	1221	609	612	31.2552	8.9870	7.9288
ENSG00000101400.6	SNTA1	protein_coding	376	182	194	19.8809	5.7165	5.0434
ENSG00000101405.3	OXT	protein_coding	6	4	2	1.3673	0.3932	0.3469
ENSG00000101407.13	TTI1	protein_coding	2292	1127	1165	59.9171	17.2282	15.1996
ENSG00000101412.13	E2F1	protein_coding	2609	1280	1331	113.3860	32.6024	28.7635
ENSG00000101413.12	RPRD1B	protein_coding	1727	862	867	37.8794	10.8916	9.6092
ENSG00000101417.12	PXMP4	protein_coding	553	287	266	11.3043	3.2504	2.8676
ENSG00000101421.4	CHMP4B	protein_coding	2160	1086	1074	157.6264	45.3231	39.9863
ENSG00000101425.14	BPI	protein_coding	218	151	118	10.2599	2.9501	2.6027
ENSG00000101435.5	CST9L	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101438.4	SLC32A1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101439.9	CST3	protein_coding	11468	5604	5864	370.8661	106.6369	94.0805
ENSG00000101440.9	ASIP	protein_coding	17	7	10	2.5545	0.7345	0.6480
ENSG00000101441.4	CST4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101442.10	ACTR5	protein_coding	476	234	242	21.8482	6.2821	5.5424
ENSG00000101443.18	WFDC2	protein_coding	6	3	3	0.5254	0.1511	0.1333
ENSG00000101444.13	AHCY	protein_coding	3005	1539	1466	90.2166	25.9404	22.8859
ENSG00000101445.10	PPP1R16B	protein_coding	2349	1166	1184	42.8547	12.3222	10.8713
ENSG00000101446.8	SPINT3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101447.15	FAM83D	protein_coding	129	58	71	6.0933	1.7520	1.5457
ENSG00000101448.14	EPPIN	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000101452.15	DHX35	protein_coding	838	414	424	19.6013	5.6361	4.9724
ENSG00000101457.13	DNTTIP1	protein_coding	975	460	515	61.0845	17.5639	15.4958
ENSG00000101460.13	MAP1LC3A	protein_coding	40	20	20	4.0592	1.1672	1.0297
ENSG00000101463.6	SYNDIG1	protein_coding	3	2	1	0.1451	0.0417	0.0368
ENSG00000101464.11	PIGU	protein_coding	905	455	450	39.0839	11.2380	9.9147
ENSG00000101470.10	TNNC2	protein_coding	2	1	2	0.2760	0.0794	0.0700
